GrLivArea,SalePrice
2005,300
2006,333
2007,369
2008,401
2009,434
2010,467
2011,495
2012,526
2013,561
2014,598
2015,626
2016,665
2017,707
2018,767
2019,831
1990,947918
1991,960958
1992,979933
1993,1009028
1994,1027683
1995,1048877
1996,1062151
1997,1073636
1998,1094328
1999,1115759
2000,1131311
2001,1147774
2002,1170795
2003,1188923
2004,1197413
2005,1214813
2006,1233345
2007,1253954
2008,1282827
2009,1310763
2010,1327531
2011,1351202
2012,1376127
2013,1404606
2014,1431173
2015,1461378
2016,1499428
2017,1528490
2018,1574365
2019,1622270
1990,35142
1991,35463
1992,37360
1993,38146
1994,39114
1995,40876
1996,42745
1997,43268
1998,42021
1999,40607
2000,40723
2001,42661
2002,44145
2003,44756
2004,44467
2005,45140
2006,45307
2007,45549
2008,47249
2009,48682
2010,49421
2011,48186
2012,49633
2013,48937
2014,51418
2015,51695
2016,52321
2017,52679
2018,52652
2019,52590
1990,276015
1991,277809
1992,293573
1993,335217
1994,354235
1995,333212
1996,310228
1997,292701
1998,286341
1999,301575
2000,308988
2001,308370
2002,312338
2003,315114
2004,307228
2005,319391
2006,300224
2007,292778
2008,300064
2009,294210
2010,302621
2011,291108
2012,290925
2013,291381
2014,300031
2015,301973
2016,301809
2017,291341
2018,291691
2019,296822
1990,4657
1991,4871
1992,4613
1993,3983
1994,3803
1995,4064
1996,4489
1997,4703
1998,4700
1999,4578
2000,4427
2001,4292
2002,4294
2003,4323
2004,4409
2005,4436
2006,4474
2007,4564
2008,4662
2009,4724
2010,4901
2011,5092
2012,5324
2013,5499
2014,5755
2015,5998
2016,6235
2017,6484
2018,6837
2019,7143
1990,75
1991,66
1992,66
1993,65
1994,66
1995,68
1996,68
1997,67
1998,68
1999,67
2000,67
2001,66
2002,66
2003,66
2004,67
2005,67
2006,69
2007,71
2008,69
2009,70
2010,71
2011,73
2012,75
2013,77
2014,79
2015,81
2016,84
2017,87
2018,90
2019,99
1990,147
1991,150
1992,154
1993,156
1994,156
1995,159
1996,161
1997,161
1998,163
1999,166
2000,170
2001,176
2002,181
2003,184
2004,188
2005,189
2006,192
2007,194
2008,199
2009,202
2010,204
2011,211
2012,221
2013,234
2014,246
2015,255
2016,278
2017,287
2018,297
2019,304
1990,112
1991,114
1992,117
1993,119
1994,120
1995,119
1996,122
1997,122
1998,124
1999,127
2000,130
2001,128
2002,130
2003,131
2004,131
2005,131
2006,134
2007,136
2008,144
2009,150
2010,156
2011,162
2012,169
2013,177
2014,184
2015,191
2016,194
2017,199
2018,204
2019,208
1990,102
1991,104
1992,105
1993,106
1994,108
1995,110
1996,111
1997,112
1998,113
1999,115
2000,117
2001,118
2002,120
2003,122
2004,124
2005,126
2006,128
2007,130
2008,132
2009,133
2010,134
2011,136
2012,138
2013,139
2014,141
2015,144
2016,147
2017,150
2018,153
2019,155
1990,62
1991,63
1992,65
1993,66
1994,68
1995,69
1996,70
1997,71
1998,73
1999,75
2000,77
2001,79
2002,81
2003,84
2004,88
2005,91
2006,93
2007,95
2008,98
2009,100
2010,102
2011,104
2012,106
2013,108
2014,110
2015,112
2016,113
2017,115
2018,116
2019,117
1990,74
1991,76
1992,78
1993,80
1994,82
1995,84
1996,86
1997,89
1998,92
1999,94
2000,93
2001,94
2002,97
2003,95
2004,100
2005,96
2006,102
2007,105
2008,105
2009,108
2010,112
2011,112
2012,114
2013,119
2014,127
2015,130
2016,134
2017,138
2018,142
2019,145
2007,8116
2008,8411
2009,8663
2010,8995
2011,9213
2012,9504
2013,9921
2014,10392
2015,10814
2016,11345
1990,4258
1991,4527
1992,4784
1993,5058
1994,5366
1995,5678
1996,5976
1997,6257
1998,6523
1999,6800
2000,7023
2001,7179
2002,7285
2003,7407
2004,7486
2005,7665
2006,7854
2017,11873
2018,12464
2019,13104
1990,15681
1991,15819
1992,16108
1993,16521
1994,16382
1995,16484
1996,16559
1997,16364
1998,16356
1999,16506
2000,16212
2001,16003
2002,15835
2003,16325
2004,16393
2005,16455
2006,16661
2007,16933
2008,17170
2009,17140
2010,17260
2011,17474
2012,17666
2013,17861
2014,17778
2015,17987
2016,18223
2017,18317
2018,19289
2019,19529
1990,3354
1991,3438
1992,3479
1993,3523
1994,3613
1995,3597
1996,3597
1997,3634
1998,3733
1999,3853
2000,3875
2001,4714
2002,4890
2003,4810
2004,5141
2005,5316
2006,5421
2007,5609
2008,5826
2009,6158
2010,5940
2011,6226
2012,6337
2013,6632
2014,7043
2015,7290
2016,7652
2017,7804
2018,7915
2019,8211
1990,18910
1991,19147
1992,19835
1993,20531
1994,21230
1995,21910
1996,22709
1997,23609
1998,22212
1999,22423
2000,23175
2001,23316
2002,23697
2003,24558
2004,25385
2005,26346
2006,26678
2007,26959
2008,27626
2009,27754
2010,27567
2011,27573
2012,27800
2013,27905
2014,28229
2015,28512
2016,27989
2017,28124
2018,28307
2019,28444
1990,88
1991,90
1992,93
1993,95
1994,99
1995,101
1996,104
1997,106
1998,108
1999,109
2000,109
2001,111
2002,117
2003,122
2004,125
2005,129
2006,132
2007,134
2008,137
2009,139
2010,139
2011,139
2012,145
2013,149
2014,152
2015,158
2016,164
2017,170
2018,175
2019,181
1990,1873
1991,1856
1992,1857
1993,1854
1994,1849
1995,1869
1996,1884
1997,1907
1998,1923
1999,1943
2000,1994
2001,2064
2002,2157
2003,2254
2004,2359
2005,2465
2006,2536
2007,2612
2008,2641
2009,2714
2010,2834
2011,2919
2012,3030
2013,3133
2014,3225
2015,3324
2016,3417
2017,3552
2018,3697
2019,3801
2007,4669
2008,4897
2009,5040
2014,5929
2015,6073
2016,6232
1990,3393
1991,3458
1992,3511
1993,3591
1994,3739
1995,3847
1996,3992
1997,4068
1998,4147
1999,4135
2000,4142
2001,4202
2002,4257
2003,4259
2004,4351
2005,4329
2006,4468
2010,5220
2011,5401
2012,5651
2013,5792
2017,6378
2018,6697
2019,7001
1990,10543
1991,10578
1992,10612
1993,10595
1994,10556
1995,10868
1996,10797
1997,11254
1998,11432
1999,11411
2000,11246
2001,11183
2002,11017
2003,10883
2004,10748
2005,11093
2006,11178
2007,11671
2008,12011
2009,12439
2010,12504
2011,12847
2012,13036
2013,13176
2014,13272
2015,13633
2016,13378
2017,13571
2018,13703
2019,13901
1990,4139
1991,4161
1992,4201
1993,4250
1994,4335
1995,4466
1996,4589
1997,4749
1998,4879
1999,4966
2000,4988
2001,5188
2002,5172
2003,5301
2004,5384
2005,5311
2006,5485
2007,5634
2008,5688
2009,5747
2010,5867
2011,5861
2012,5997
2013,5989
2014,5753
2015,6051
2016,6000
2017,6128
2018,6238
2019,6336
1990,224
1991,234
1992,242
1993,251
1994,260
1995,269
1996,279
1997,291
1998,303
1999,315
2000,331
2001,349
2002,363
2003,376
2004,388
2005,401
2006,415
2007,425
2008,421
2009,442
2010,453
2011,478
2012,495
2013,511
2014,529
2015,543
2016,548
2017,588
2018,641
2019,650
2007,5538
2009,5977
2010,6146
2011,6300
2012,6466
2013,6657
2014,6860
2015,7066
2016,7297
1990,3412
1991,3436
1992,3514
1993,3584
1994,3673
1995,3789
1996,3921
1997,4071
1998,4227
1999,4357
2000,4469
2001,4570
2002,4735
2003,4907
2004,5065
2005,5201
2006,5299
2008,5781
2017,7502
2018,7767
2019,7993
1990,27724
1991,28947
1992,31303
1993,31285
1994,33863
1995,35143
1996,38141
1997,43565
1998,44962
1999,44476
2000,46044
2001,45486
2002,45752
2003,46271
2004,46117
2005,46256
2006,47576
2007,47493
2008,48317
2009,49252
2010,50156
2011,50303
2012,50791
2013,51714
2014,53650
2015,55105
2016,55368
2017,55803
2018,54568
2019,54803
1990,533472
1991,544297
1992,557484
1993,571605
1994,587846
1995,600162
1996,623565
1997,659322
1998,675737
1999,683164
2000,701320
2001,720553
2002,737077
2003,745036
2004,746585
2005,779015
2006,810205
2007,840148
2008,871406
2009,886836
2010,917134
2011,949997
2012,979825
2013,1021834
2014,1054061
2015,1103467
2016,1146947
2017,1185833
2018,1235291
2019,1280775
1990,48342
1991,50430
1992,51927
1993,53753
1994,56216
1995,57609
1996,59398
1997,61462
1998,63742
1999,66042
2000,67560
2001,68214
2002,69377
2003,70417
2004,71466
2005,72108
2006,73401
2007,75412
2008,77301
2009,79319
2010,81484
2011,83001
2012,85025
2013,86168
2014,87532
2015,89310
2016,91399
2017,95571
2018,99368
2019,104176
2011,3636
2012,3718
2013,3782
2015,3853
2016,3859
1990,2982
1991,2994
1992,3022
1993,3034
1994,3046
1995,3111
1996,3110
1997,3043
1998,3059
1999,3064
2000,3073
2001,3016
2002,3017
2003,3079
2004,3151
2005,3212
2006,3305
2007,3378
2008,3439
2009,3505
2010,3570
2014,3832
2017,3914
2018,4034
2019,4140
1990,650558
1991,666079
1992,683303
1993,701761
1994,721914
1995,737622
1996,766528
1997,802366
1998,824354
1999,838563
2000,857875
2001,875557
2002,896119
2003,907833
2004,913766
2005,950710
2006,987171
2007,1022693
2008,1057198
2009,1076249
2010,1111147
2011,1149594
2012,1182268
2013,1225679
2014,1260812
2015,1314403
2016,1364881
2017,1409979
2018,1466598
2019,1519162
1990,83062
1991,84960
1992,85862
1993,87222
1994,88488
1995,90307
1996,91743
1997,91886
1998,93671
1999,95571
2000,95045
2001,95712
2002,97068
2003,99149
2004,100015
2005,101587
2006,102950
2007,105944
2008,108593
2009,110520
2010,112037
2011,114873
2012,117023
2013,117532
2014,118929
2015,121607
2016,122150
2017,123098
2018,124266
2019,125835
1990,8430
1991,8251
1992,8437
1993,8616
1994,9155
1995,9672
1996,10328
1997,11374
1998,11563
1999,12034
2000,12375
2001,12205
2002,12259
2003,12573
2004,12887
2005,13273
2006,13582
2007,13898
2008,14363
2009,14688
2010,15052
2011,15694
2012,16154
2013,16487
2014,16939
2015,17140
2016,17592
2017,17984
2018,18197
2019,18724
1990,251831
1991,258425
1992,266445
1993,271375
1994,278969
1995,285750
1996,293745
1997,304236
1998,312125
1999,317198
2000,324265
2001,328934
2002,336778
2003,345219
2004,353525
2005,361328
2006,370799
2007,378360
2008,387904
2009,399218
2010,411194
2011,423523
2012,436857
2013,450927
2014,465043
2015,478123
2016,491370
2017,505687
2018,520107
2019,534843
2007,12280
2008,12572
2009,12874
2010,13136
2011,13431
2012,13786
2013,14179
2014,14698
2015,15128
2016,15575
1990,8388
1991,8659
1992,8914
1993,9127
1994,9342
1995,9527
1996,9712
1997,9880
1998,10028
1999,10151
2000,10355
2001,10614
2002,10893
2003,11099
2004,11367
2005,11731
2006,12015
2017,16047
2018,16587
2019,17100
1990,295
1991,308
1992,318
1993,333
1994,319
1995,290
1996,290
1997,300
1998,326
1999,354
2000,370
2001,390
2002,415
2003,429
2004,439
2005,444
2006,452
2007,463
2008,481
2009,496
2010,510
2011,522
2012,538
2013,573
2014,605
2015,634
2016,657
2017,680
2018,699
2019,716
1990,21672
1991,21935
1992,22088
1993,22274
1994,22070
1995,22399
1996,22640
1997,22840
1998,23046
1999,23220
2000,23245
2001,23314
2002,23317
2003,23345
2004,23457
2005,23460
2006,23628
2007,23675
2008,23693
2009,23848
2010,24014
2011,24245
2012,24413
2013,24567
2014,24780
2015,25078
2016,25416
2017,25884
2018,26211
2019,26480
1990,15439
1991,15434
1992,15276
1993,15149
1994,15006
1995,15817
1996,15904
1997,16075
1998,16234
1999,16283
2000,16319
2001,16404
2002,16560
2003,16753
2004,16756
2005,16844
2006,16983
2007,17213
2008,17411
2009,17728
2010,17960
2011,18152
2012,18515
2013,18808
2014,19069
2015,19331
2016,19520
2017,19693
2018,19931
2019,20248
2007,6570
2008,6991
2009,7250
2010,7625
1990,4634
1991,4818
1992,5097
1993,5109
1994,5270
1995,5452
1996,5603
1997,5775
1998,6025
1999,6091
2000,6104
2001,6010
2002,6075
2003,5937
2004,6029
2005,6171
2006,6364
2011,7828
2012,7910
2013,8002
2014,8054
2015,8046
2016,8168
2017,8363
2018,8571
2019,8784
2007,41376
2008,42773
2009,43589
2010,44851
2011,47452
2012,48236
2013,48769
2014,50916
2015,51068
2016,53194
1990,20634
1991,21590
1992,22778
1993,23890
1994,25306
1995,26856
1996,28567
1997,29345
1998,30586
1999,31244
2000,32540
2001,33092
2002,32096
2003,34837
2004,37096
2005,39212
2006,40091
2017,54237
2018,55455
2019,56953
1990,3630
1991,3669
1992,3727
1993,3658
1994,3750
1995,3545
1996,3393
1997,3315
1998,3296
1999,3284
2000,3302
2001,3364
2002,3428
2003,3490
2004,3612
2005,3770
2006,3858
2007,3974
2008,4069
2009,4131
2010,4269
2011,4401
2012,4477
2013,4512
2014,4642
2015,4796
2016,4997
2017,5154
2018,5227
2019,5368
1990,14316
1991,14587
1992,14895
1993,15251
1994,15548
1995,15785
1996,16128
1997,16568
1998,17123
1999,17460
2000,17608
2001,17705
2002,18179
2003,18929
2004,19563
2005,20126
2006,20796
2007,21499
2008,22081
2009,22809
2010,23445
2011,24223
2012,25212
2013,26098
2014,26515
2015,27361
2016,28244
2017,29331
2018,30436
2019,31417
2007,81637
2008,83758
2009,85440
1990,48818
1991,51655
1992,53990
1993,56249
1994,58767
1995,61430
1996,64560
1997,62976
1998,66270
1999,71663
2000,72636
2001,70081
2002,72423
2003,74255
2004,75922
2005,77591
2006,79434
2010,88792
2011,91007
2012,92723
2013,93810
2014,96260
2015,99068
2016,103557
2017,107299
2018,111493
2019,115544
1990,294
1991,298
1992,310
1993,320
1994,324
1995,332
1996,336
1997,336
1998,350
1999,357
2000,369
2001,377
2002,385
2003,402
2004,406
2005,429
2006,444
2007,470
2008,488
2009,525
2010,561
2011,611
2012,652
2013,683
2014,707
2015,740
2016,765
2017,786
2018,807
2019,824
1990,1346
1991,1391
1992,1435
1993,1480
1994,1532
1995,1583
1996,1637
1997,1698
1998,1753
1999,1792
2000,1851
2001,1914
2002,1992
2003,2074
2004,2127
2005,2199
2006,2274
2007,2369
2008,2493
2009,2618
2010,2728
2011,2824
2012,2901
2013,2976
2014,3103
2015,3235
2016,3400
2017,3572
2018,3691
2019,3832
1990,2
1991,2
1992,2
1993,2
1994,2
1995,2
1996,2
1997,2
1998,2
1999,2
2000,2
2001,2
2002,2
2003,2
2004,2
2005,1
2006,1
2007,1
2008,1
2009,1
2010,1
2011,1
2012,1
2013,1
2014,1
2015,1
2016,2
2017,2
2018,2
2019,2
1990,84
1991,86
1992,88
1993,90
1994,92
1995,94
1996,96
1997,99
1998,105
1999,110
2000,111
2001,111
2002,112
2003,114
2004,113
2005,109
2006,111
2007,113
2008,114
2009,116
2010,117
2011,119
2012,120
2013,121
2014,122
2015,123
2016,124
2017,125
2018,126
2019,127
1990,1139
1991,1158
1992,1194
1993,1254
1994,1300
1995,1294
1996,1339
1997,1313
1998,1356
1999,1367
2000,1339
2001,1367
2002,1370
2003,1437
2004,1465
2005,1477
2006,1484
2007,1534
2008,1621
2009,1603
2010,1629
2011,1635
2012,1622
2013,1684
2014,1745
2015,1798
2016,1867
2017,1915
2018,1966
2019,2017
1990,4064
1991,4311
1992,4518
1993,4720
1994,4834
1995,5105
1996,5263
1997,5487
1998,5684
1999,5843
2000,6001
2001,6116
2002,6232
2003,6340
2004,6449
2005,6653
2006,6848
2007,7045
2008,7260
2009,7477
2010,7722
2011,7957
2012,8193
2013,8448
2014,8713
2015,8989
2016,9263
2017,9549
2018,9841
2019,10110
1990,54267
1991,55193
1992,56008
1993,56921
1994,57620
1995,58110
1996,57872
1997,58322
1998,58158
1999,57022
2000,55136
2001,56040
2002,57449
2003,58358
2004,59775
2005,61799
2006,64842
2007,68123
2008,72652
2009,79101
2010,83964
2011,87607
2012,89838
2013,92577
2014,95217
2015,96409
2016,98216
2017,100727
2018,102336
2019,104816
1990,2572
1991,2535
1992,2466
1993,2641
1994,2665
1995,2570
1996,2576
1997,2474
1998,2341
1999,2143
2000,2107
2001,2097
2002,2164
2003,2224
2004,2358
2005,2512
2006,2594
2007,2657
2008,2682
2009,2617
2010,2654
2011,2787
2012,2903
2013,3049
2014,3193
2015,3293
2016,3369
2017,3444
2018,3551
2019,3636
1990,10
1991,10
1992,10
1993,10
1994,10
1995,11
1996,11
1997,11
1998,11
1999,11
2000,11
2001,11
2002,11
2003,11
2004,11
2005,11
2006,11
2007,12
2008,12
2009,12
2010,12
2011,12
2012,12
2013,12
2014,13
2015,13
2016,13
2017,13
2018,13
2019,14
1990,8120
1991,8580
1992,8867
1993,9270
1994,9710
1995,10158
1996,10487
1997,10809
1998,11215
1999,11522
2000,12005
2001,12366
2002,12631
2003,12900
2004,13367
2005,13804
2006,14223
2007,14526
2008,14670
2009,15063
2010,15613
2011,16191
2012,16919
2013,17975
2014,18722
2015,19079
2016,19739
2017,20056
2018,20975
2019,21648
1990,115792
1991,120788
1992,124692
1993,126513
1994,128117
1995,132842
1996,127334
1997,120714
1998,112466
1999,113835
2000,114487
2001,110398
2002,109370
2003,105904
2004,105005
2005,102204
2006,96578
2007,98316
2008,98623
2009,90806
2010,89047
2011,87652
2012,89246
2013,89518
2014,85023
2015,100754
2016,98149
2017,97496
2018,99448
2019,99218
2007,1888
2008,2098
2009,2338
2011,2755
2012,2992
2014,3528
2015,3853
1990,647
1991,697
1992,749
1993,804
1994,867
1995,926
1996,981
1997,1030
1998,1081
1999,1141
2000,1215
2001,1280
2002,1352
2003,1433
2004,1529
2005,1618
2006,1738
2010,2536
2013,3274
2016,4209
2017,4592
2018,5017
2019,5473
1990,169769
1991,169624
1992,169747
1993,170585
1994,168859
1995,169203
1996,168147
1997,167034
1998,167542
1999,168049
2000,166014
2001,164840
2002,166083
2003,167145
2004,166006
2005,165756
2006,166590
2007,168163
2008,169922
2009,169668
2010,170537
2011,172472
2012,175638
2013,178763
2014,180410
2015,183720
2016,185795
2017,187620
2018,192771
2019,195999
2007,625940
2008,637146
2009,644331
2010,648290
2011,659516
2012,668318
2013,678428
2014,689157
2015,700941
2016,715197
1990,539139
1991,544760
1992,550919
1993,565698
1994,573321
1995,582371
1996,583202
1997,583773
1998,589017
1999,597618
2000,602487
2001,606130
2002,610949
2003,612745
2004,609433
2005,615940
2006,620516
2017,725719
2018,750419
2019,773895
1990,127
1991,131
1992,135
1993,141
1994,148
1995,151
1996,156
1997,160
1998,165
1999,173
2000,178
2001,185
2002,190
2003,196
2004,202
2005,208
2006,220
2007,259
2008,268
2009,276
2010,284
2011,291
2012,299
2013,304
2014,309
2015,315
2016,317
2017,322
2018,326
2019,330
1990,8229
1991,8429
1992,8441
1993,8522
1994,8498
1995,8598
1996,8642
1997,8655
1998,8831
1999,8869
2000,8812
2001,8792
2002,8939
2003,9066
2004,9085
2005,9064
2006,9034
2007,9315
2008,9169
2009,9152
2010,9335
2011,9532
2012,9562
2013,9539
2014,9532
2015,9645
2016,9687
2017,9836
2018,9948
2019,10084
1990,12936
1991,13245
1992,13687
1993,14468
1994,15039
1995,15336
1996,15596
1997,15335
1998,15268
1999,15234
2000,15601
2001,15728
2002,15923
2003,16084
2004,16060
2005,16635
2006,16509
2007,16615
2008,16609
2009,16481
2010,16676
2011,17371
2012,18088
2013,18623
2014,19374
2015,20098
2016,20851
2017,21321
2018,21879
2019,22338
1990,76
1991,81
1992,86
1993,89
1994,94
1995,95
1996,98
1997,101
1998,104
1999,108
2000,108
2001,113
2002,112
2003,112
2004,117
2005,125
2006,132
2007,141
2008,149
2009,155
2010,162
2011,171
2012,178
2013,185
2014,192
2015,198
2016,205
2017,212
2018,219
2019,225
1990,12533
1991,13007
1992,13588
1993,14054
1994,14884
1995,15118
1996,15123
1997,15174
1998,15872
1999,16382
2000,16887
2001,17822
2002,19028
2003,19915
2004,19650
2005,20463
2006,21913
2007,23102
2008,24417
2009,24932
2010,24352
2011,25140
2012,26388
2013,26771
2014,27936
2015,28869
2016,30209
2017,31186
2018,32241
2019,34771
2007,74528
2008,77482
2009,80447
2011,85955
2014,95150
2015,98218
2016,101684
1990,44832
1991,45797
1992,46737
1993,48007
1994,49318
1995,50723
1996,52334
1997,53575
1998,54963
1999,56419
2000,57718
2001,59562
2002,61556
2003,63881
2004,66406
2005,68914
2006,71515
2010,83110
2012,88853
2013,91901
2017,105181
2018,108902
2019,112564
1990,8888
1991,8925
1992,9022
1993,9118
1994,9057
1995,9048
1996,8958
1997,8921
1998,8971
1999,9037
2000,8941
2001,8906
2002,8946
2003,8975
2004,9012
2005,9022
2006,9045
2007,9135
2008,9279
2009,9336
2010,9365
2011,9469
2012,9652
2013,9836
2014,9867
2015,9945
2016,10004
2017,10113
2018,10340
2019,10569
1994,
1990,1911773
1991,1961888
1992,2007065
1993,2058390
1994,2102379
1995,2155829
1996,2207259
1997,2252175
1998,2313295
1999,2387131
2000,2467264
2001,2521485
2002,2575378
2003,2644813
2004,2734174
2005,2784313
2006,2789674
2007,2827150
2008,2886617
2009,2948067
2010,3018009
2011,3070634
2012,3108719
2013,3141653
2014,3198283
2015,3248561
2016,3329664
2017,3412025
2018,3512802
2019,3632974
1992,
2007,
1990,5755373
1991,5870802
1992,5998995
1993,6170027
1994,6299073
1995,6405941
1996,6493740
1997,6589264
1998,6706446
1999,6860918
2000,7005380
2001,7117805
2002,7257594
2003,7392016
2004,7508315
2005,7657499
2006,7726714
2007,7854808
2008,8031392
2009,8171963
2010,8333679
2011,8473252
2012,8616504
2013,8761914
2014,8925062
2015,9138501
2016,9341881
2017,9534619
2018,9797018
2019,10079637
2007,
2008,
2009,
2010,
2011,
2012,
2013,
2014,
2015,
2016,
1990,2136043
1991,2169716
1992,2198740
1993,2240011
1994,2268277
1995,2311022
1996,2330437
1997,2350561
1998,2391485
1999,2433272
2000,2454347
2001,2475880
2002,2505924
2003,2537506
2004,2549944
2005,2583797
2006,2608605
2007,2648156
2008,2688568
2009,2720222
2010,2741923
2011,2781519
2012,2818283
2013,2847682
2014,2873609
2015,2922845
2016,2956430
2017,2994910
2018,3064309
2019,3131800
1990,191361
1991,195205
1992,199334
1993,202816
1994,206278
1995,210339
1996,213906
1997,217210
1998,221354
1999,224933
2000,227985
2001,231482
2002,235867
2003,241257
2004,247167
2005,252515
2006,257962
2007,263741
2008,270173
2009,277065
2010,283693
2011,291516
2012,299867
2013,309065
2014,318084
2015,326474
2016,336295
2017,346524
2018,358058
2019,368474
1990,1040609
1991,1067467
1992,1096759
1993,1125937
1994,1156751
1995,1184786
1996,1214593
1997,1255326
1998,1275609
1999,1294875
2000,1325396
2001,1353596
2002,1384306
2003,1403945
2004,1420442
2005,1467610
2006,1510490
2007,1558447
2008,1608516
2009,1636656
2010,1684689
2011,1737976
2012,1791366
2013,1854951
2014,1904365
2015,1993523
2016,2058494
2017,2119846
2018,2197070
2019,2268203
1990,2384551
1991,2435556
1992,2501243
1993,2598277
1994,2664737
1995,2696704
1996,2731647
1997,2762957
1998,2814691
1999,2904438
2000,2994177
2001,3053282
2002,3127866
2003,3205567
2004,3286926
2005,3349636
2006,3345646
2007,3380334
2008,3459883
2009,3533662
2010,3618952
2011,3657754
2012,3702407
2013,3745534
2014,3824219
2015,3890744
2016,3985641
2017,4068178
2018,4172284
2019,4305756
2007,8249
2008,8663
2009,8910
2010,9075
2011,9437
2012,9731
2013,10142
2014,10462
2015,10900
1990,4545
1991,4647
1992,4777
1993,4906
1994,5049
1995,5196
1996,5343
1997,5500
1998,5642
1999,5858
2000,6094
2001,6354
2002,6705
2003,6984
2004,7275
2005,7564
2006,7887
2016,11338
2017,11808
2018,12293
2019,12681
1990,4635
1991,4816
1992,4957
1993,5075
1994,5220
1995,5361
1996,5481
1997,5572
1998,5660
1999,5722
2000,5768
2001,5788
2002,5855
2003,5978
2004,6136
2005,6265
2006,6467
2007,6585
2008,6748
2009,6917
2010,7229
2011,7508
2012,7676
2013,7901
2014,8131
2015,8372
2016,8642
2017,9067
2018,9421
2019,9789
1990,5977
1991,6161
1992,6428
1993,6552
1994,6777
1995,6980
1996,7062
1997,7226
1998,7536
1999,7864
2000,8300
2001,8523
2002,8841
2003,9063
2004,9339
2005,9289
2006,9457
2007,9622
2008,10071
2009,10311
2010,10396
2011,10366
2012,10454
2013,10574
2014,10857
2015,11161
2016,11465
2017,11744
2018,12038
2019,12353
